,Issue key,Rule_Score,ML_Score,Hybrid_Score,Tier,Explanation,Summary,Description
318,AML-694,100,98.46037536832509,99.53811261049752,GOOD,Ticket meets all quality standards.,Implement network isolation for AML processing,As a network engineer I want network isolation for AML processing so that sensitive data is protected
319,AML-695,100,98.79207190462222,99.63762157138666,GOOD,Ticket meets all quality standards.,Create certificate rotation automation,As a security engineer I want automated certificate rotation so that expired certificates don't cause outages
320,AML-696,100,99.38546155292707,99.81563846587812,GOOD,Ticket meets all quality standards.,Implement data loss prevention controls,As a compliance officer I want DLP controls for sensitive data so that data exfiltration is prevented
321,AML-697,100,98.45941250275393,99.53782375082618,GOOD,Ticket meets all quality standards.,Build security information event management integration,As a security analyst I want SIEM integration so that security events are centralized
322,AML-698,100,99.1943550185489,99.75830650556466,GOOD,Ticket meets all quality standards.,Implement database activity monitoring,As a security engineer I want database activity monitoring so that suspicious queries are detected
323,AML-699,100,99.13814849826728,99.74144454948018,GOOD,Ticket meets all quality standards.,Create security training for development team,As a security manager I want security training for developers so that secure coding practices are followed
324,AML-700,100,99.32727207020142,99.79818162106042,GOOD,Ticket meets all quality standards.,Implement file integrity monitoring,As a security analyst I want file integrity monitoring for critical configuration so that unauthorized changes are detected
325,AML-701,100,98.65087175503443,99.59526152651033,GOOD,Ticket meets all quality standards.,Implement OFAC sanctions list update automation,As a compliance officer I want OFAC sanctions list to be updated automatically daily so that screening uses latest data
326,AML-702,100,98.73613806603879,99.62084141981164,GOOD,Ticket meets all quality standards.,Create AML risk scoring model for new customer onboarding,As a data scientist I want to build a risk scoring model for new customers so that high-risk customers are flagged during onboarding
327,AML-703,100,98.9527525896351,99.68582577689052,GOOD,Ticket meets all quality standards.,Implement real-time transaction monitoring dashboard,As an investigator I want to see real-time transaction monitoring dashboard so that suspicious activities are visible immediately
328,AML-704,100,42.70320989435945,82.81096296830783,GOOD,Ticket meets all quality standards.,Build audit trail for all AML decisions,As an auditor I want complete audit trail of all AML decisions so that regulatory reviews are satisfied
329,AML-705,100,99.61161665226757,99.88348499568028,GOOD,Ticket meets all quality standards.,Create customer risk profile enrichment from external data,As a risk analyst I want to enrich customer risk profiles with external data sources so that risk assessment is comprehensive
330,AML-706,100,98.45942188739244,99.53782656621773,GOOD,Ticket meets all quality standards.,Implement machine learning model for transaction scoring,As a data scientist I want ML model to score transactions in real-time so that high-risk transactions are flagged immediately
331,AML-707,100,99.0970152524985,99.72910457574955,GOOD,Ticket meets all quality standards.,Build regulatory reporting automation for FinCEN,As a compliance officer I want automated FinCEN reporting so that SAR filings are submitted on time
332,AML-708,100,99.4023938452651,99.82071815357952,GOOD,Ticket meets all quality standards.,Create suspicious activity report generation workflow,As an investigator I want SAR generation workflow so that reports are consistent and complete
333,AML-709,100,98.92098303717175,99.67629491115153,GOOD,Ticket meets all quality standards.,Implement customer due diligence automation,As a compliance officer I want automated CDD for new customers so that onboarding is faster
334,AML-710,100,99.56016244126522,99.86804873237956,GOOD,Ticket meets all quality standards.,Build enhanced due diligence for high-risk customers,As a compliance analyst I want EDD workflow for high-risk customers so that additional scrutiny is applied
335,AML-711,100,99.19136545337265,99.7574096360118,GOOD,Ticket meets all quality standards.,Create watchlist screening for all customer transactions,As a compliance officer I want all transactions screened against watchlists so that prohibited parties are identified
336,AML-712,100,99.1395571356794,99.74186714070382,GOOD,Ticket meets all quality standards.,Implement negative news monitoring integration,As a compliance analyst I want negative news monitoring integrated so that reputational risk is assessed
337,AML-713,100,97.86063505150031,99.35819051545009,GOOD,Ticket meets all quality standards.,Build geographic risk scoring for transactions,As a risk analyst I want geographic risk scoring so that transactions from high-risk countries are flagged
338,AML-714,100,99.44286457307003,99.832859371921,GOOD,Ticket meets all quality standards.,Create customer risk tier refresh automation,As a compliance officer I want customer risk tiers refreshed quarterly so that risk profiles stay current
339,AML-715,100,98.45957575443988,99.53787272633195,GOOD,Ticket meets all quality standards.,Implement alert closure reason tracking,As an investigator I want to track closure reasons for alerts so that false positive analysis is possible
340,AML-741,100,0.2289089585827546,70.06867268757483,GOOD,Ticket meets all quality standards.,Implement the things we talked about,As a developer I want to implement the things we talked about in the last meeting so that we can move forward
341,AML-742,100,0.00729993883903341,70.00218998165171,GOOD,Ticket meets all quality standards.,Do whatever is needed for compliance,As a developer I want to do whatever is needed to make the system compliant so that we pass the audit
342,AML-743,100,80.3591646196128,94.10774938588384,GOOD,Ticket meets all quality standards.,API performance optimization,As a developer I want to optimize API endpoints so that response times are faster. Currently some endpoints are slow.
343,AML-744,100,0.27119325159565966,70.0813579754787,GOOD,Ticket meets all quality standards.,Complete the tasks assigned,As a developer I want to complete the tasks that were assigned to me so that the sprint goals are met
344,AML-745,100,0.16402827226215194,70.04920848167865,GOOD,Ticket meets all quality standards.,Update as per the feedback received,As a developer I want to update the code as per the feedback received in the review so that the quality improves
345,AML-746,100,1.3106286216950722,70.39318858650851,GOOD,Ticket meets all quality standards.,Address all concerns raised,As a developer I want to address all concerns that were raised by the stakeholders so that everyone is happy
346,AML-747,100,0.13209508696031805,70.0396285260881,GOOD,Ticket meets all quality standards.,Make the changes as discussed earlier,As a developer I want to make the changes that were discussed earlier in the project so that the requirements are met
347,AML-748,100,0.5657987542270034,70.1697396262681,GOOD,Ticket meets all quality standards.,Deliver the pending deliverables,As a developer I want to deliver the pending deliverables from last quarter so that the project stays on track
348,AML-749,100,0.17961916855507926,70.05388575056652,GOOD,Ticket meets all quality standards.,Implement the changes from the document,As a developer I want to implement the changes that are documented in the shared document so that the system is up to date
349,AML-750,100,0.06352052107075072,70.01905615632123,GOOD,Ticket meets all quality standards.,Complete the work as per standard operating procedure,As a developer I want to complete the work following the standard operating procedure so that the process is consistent
350,AML-751,100,0.33951404905275806,70.10185421471583,GOOD,Ticket meets all quality standards.,Fix the issues identified in testing,As a developer I want to fix the issues that were identified in the testing phase so that the system is stable
351,AML-752,100,0.1621121444132279,70.04863364332397,GOOD,Ticket meets all quality standards.,Implement the changes requested by QA,As a developer I want to implement the changes that were requested by the QA team so that the quality gates are met
352,AML-753,100,0.2152275420921708,70.06456826262765,GOOD,Ticket meets all quality standards.,Do the needful for the release,As a developer I want to do the needful to prepare for the upcoming release so that everything is ready
353,AML-754,100,0.44026096084588623,70.13207828825377,GOOD,Ticket meets all quality standards.,Make it happen as planned,As a developer I want to make it happen as planned in the project timeline so that we meet our commitments
354,AML-755,100,0.3168865621513455,70.0950659686454,GOOD,Ticket meets all quality standards.,Address the feedback from the demo,As a developer I want to address the feedback that was received during the demo so that stakeholders are happy
355,AML-756,100,0.05851102030149158,70.01755330609045,GOOD,Ticket meets all quality standards.,Complete the remaining work,As a developer I want to complete the remaining work from the current sprint so that we achieve our sprint goal
356,AML-757,100,0.35804855233760924,70.10741456570128,GOOD,Ticket meets all quality standards.,Implement the solution as agreed,As a developer I want to implement the solution as agreed in the architecture review so that the design is followed
357,AML-758,100,0.290892300371154,70.08726769011135,GOOD,Ticket meets all quality standards.,Do what was discussed in the email,As a developer I want to do what was discussed in the email thread so that everyone is aligned
358,AML-759,100,0.1324204539140457,70.03972613617421,GOOD,Ticket meets all quality standards.,Make the changes as per the meeting notes,As a developer I want to make the changes as per the meeting notes from the planning session so that requirements are met
359,AML-760,100,0.2757086728728501,70.08271260186186,GOOD,Ticket meets all quality standards.,Complete the tasks from the backlog,As a developer I want to complete the tasks that are in the backlog so that the product backlog is refined
360,AML-761,100,0.35884483207663426,70.10765344962299,GOOD,Ticket meets all quality standards.,Implement what was discussed on the call,As a developer I want to implement what was discussed on the team call so that everyone is on the same page
361,AML-762,100,0.028383276884318596,70.0085149830653,GOOD,Ticket meets all quality standards.,Do the needful as per the conversation,As a developer I want to do the needful as per our conversation with the business team so that requirements are met
362,AML-763,100,0.13167517728700273,70.0395025531861,GOOD,Ticket meets all quality standards.,Make the changes as requested,As a developer I want to make the changes as requested by the product owner so that the product meets expectations
363,AML-764,100,0.03680194916327934,70.01104058474898,GOOD,Ticket meets all quality standards.,Complete the work as discussed,As a developer I want to complete the work as discussed in the sprint planning meeting so that we deliver what was planned
364,AML-765,100,0.13259138836702095,70.0397774165101,GOOD,Ticket meets all quality standards.,Implement the solution as per discussion,As a developer I want to implement the solution as per our discussion in the meeting so that we can move forward
365,AML-766,100,0.4404346374407977,70.13213039123224,GOOD,Ticket meets all quality standards.,Do what we agreed upon,As a developer I want to do what we agreed upon in the planning session so that everyone is aligned
366,AML-767,100,0.12727420386153696,70.03818226115847,GOOD,Ticket meets all quality standards.,Make it happen as decided,As a developer I want to make it happen as decided in the architecture review so that the design is followed
367,AML-768,100,0.09163117103370386,70.02748935131011,GOOD,Ticket meets all quality standards.,Complete the work from the email,As a developer I want to complete the work that was described in the email from the product owner so that requirements are met
368,AML-769,100,0.21115772791900944,70.0633473183757,GOOD,Ticket meets all quality standards.,Address the points raised in review,As a developer I want to address the points that were raised in the design review so that the design is approved
369,AML-770,100,0.024101217862134972,70.00723036535864,GOOD,Ticket meets all quality standards.,Implement the changes from the chat,As a developer I want to implement the changes that were discussed in the team chat so that we are aligned
370,AML-771,100,0.0691294013958812,70.02073882041877,GOOD,Ticket meets all quality standards.,Do the needful for the audit,As a developer I want to do the needful to prepare for the upcoming audit so that we pass compliance
371,AML-772,100,0.2843401716451828,70.08530205149356,GOOD,Ticket meets all quality standards.,Make the changes as per the ticket,As a developer I want to make the changes as per the ticket that was assigned to me so that the issue is resolved
372,AML-773,100,0.3584556235976752,70.1075366870793,GOOD,Ticket meets all quality standards.,Complete the task as instructed,As a developer I want to complete the task as instructed by my manager so that the work is done correctly
373,AML-774,100,0.05142550966719317,70.01542765290016,GOOD,Ticket meets all quality standards.,Implement what was asked,As a developer I want to implement what was asked by the business analyst so that the requirement is satisfied
374,AML-775,100,0.30663816673075844,70.09199145001922,GOOD,Ticket meets all quality standards.,Do the work as per the standard,As a developer I want to do the work as per the standard that has been defined so that quality is maintained
375,AML-776,100,0.33533129185336175,70.100599387556,GOOD,Ticket meets all quality standards.,Make it work like the other module,As a developer I want to make it work like the other module that we already have so that consistency is maintained
376,AML-777,100,0.04107284127120733,70.01232185238136,GOOD,Ticket meets all quality standards.,Complete the pending request,As a developer I want to complete the pending request from the stakeholder so that they are satisfied
377,AML-778,100,0.5473166336211056,70.16419499008633,GOOD,Ticket meets all quality standards.,Address the comments on the PR,As a developer I want to address the comments that were made on my pull request so that it can be merged
378,AML-779,100,0.25137013837538047,70.07541104151261,GOOD,Ticket meets all quality standards.,Implement the feedback from the review,As a developer I want to implement the feedback that was provided in the code review so that code quality improves
379,AML-780,100,0.19431088670501634,70.0582932660115,GOOD,Ticket meets all quality standards.,Do the needful for the deployment,As a developer I want to do the needful to prepare for deployment so that the release is successful
380,AML-781,100,0.3155365145469254,70.09466095436407,GOOD,Ticket meets all quality standards.,Make the changes as discussed on the call,As a developer I want to make the changes as discussed on the team call so that everyone is aligned
381,AML-782,100,0.2167762295315672,70.06503286885948,GOOD,Ticket meets all quality standards.,Complete the work from the meeting,As a developer I want to complete the work that came out of the sprint planning meeting so that we deliver the sprint commitment
382,AML-783,100,0.2345434755616529,70.07036304266849,GOOD,Ticket meets all quality standards.,Implement the solution as described,As a developer I want to implement the solution as described in the requirements document so that the need is met
383,AML-784,100,0.6129851768376186,70.18389555305129,GOOD,Ticket meets all quality standards.,Do what was planned,As a developer I want to do what was planned in the project schedule so that we stay on track
384,AML-785,100,0.264019222887822,70.07920576686635,GOOD,Ticket meets all quality standards.,Make it work as expected,As a developer I want to make it work as expected by the users so that they are satisfied
385,AML-786,100,0.3398846573611435,70.10196539720835,GOOD,Ticket meets all quality standards.,Complete the assigned stories,As a developer I want to complete the stories that were assigned to me in the sprint so that we meet our commitment
386,AML-787,100,0.21326983251286893,70.06398094975386,GOOD,Ticket meets all quality standards.,Address the issues from UAT,As a developer I want to address the issues that were found during UAT so that the system is accepted
387,AML-788,100,0.32778417026935447,70.09833525108081,GOOD,Ticket meets all quality standards.,Implement the changes from the spec,As a developer I want to implement the changes that are in the specification document so that the system matches the spec
388,AML-789,100,0.3072049623920209,70.09216148871761,GOOD,Ticket meets all quality standards.,Do the needful for the integration,As a developer I want to do the needful to integrate with the downstream system so that data flows correctly
389,AML-790,100,0.14369874796867918,70.04310962439061,GOOD,Ticket meets all quality standards.,Make it work like the specification,As a developer I want to make it work like the specification describes so that the implementation is correct
390,AML-791,100,0.35806086268369214,70.10741825880511,GOOD,Ticket meets all quality standards.,Complete the work from the ticket,As a developer I want to complete the work that is described in the Jira ticket so that the issue is resolved
391,AML-792,100,0.23189632151501124,70.0695688964545,GOOD,Ticket meets all quality standards.,Address the concerns from compliance,As a developer I want to address the concerns that were raised by the compliance team so that we are compliant
392,AML-793,100,0.05208632262063735,70.01562589678619,GOOD,Ticket meets all quality standards.,Implement the changes from the walkthrough,As a developer I want to implement the changes that were identified in the design walkthrough so that the design is solid
393,AML-794,100,0.35829183312219137,70.10748754993666,GOOD,Ticket meets all quality standards.,Do what the business requested,As a developer I want to do what the business requested in their requirements so that they are satisfied
394,AML-795,100,0.06566631914435613,70.0196998957433,GOOD,Ticket meets all quality standards.,Make it work as per the standard,As a developer I want to make it work as per the standard that the team follows so that consistency is maintained
395,AML-796,100,0.25760261672057316,70.07728078501617,GOOD,Ticket meets all quality standards.,Complete the pending tasks,As a developer I want to complete the tasks that are pending from last sprint so that we close them
396,AML-797,100,0.35835551525394643,70.10750665457618,GOOD,Ticket meets all quality standards.,Address the feedback from security,As a developer I want to address the feedback from the security review so that the system is secure
397,AML-798,100,0.3579919126517461,70.10739757379552,GOOD,Ticket meets all quality standards.,Implement the solution as discussed earlier,As a developer I want to implement the solution as discussed earlier in the project so that we move forward
398,AML-799,100,0.10775551481690324,70.03232665444507,GOOD,Ticket meets all quality standards.,Do the needful for the migration,As a developer I want to do the needful for the data migration so that the data is moved correctly
399,AML-800,100,0.19291060146015832,70.05787318043805,GOOD,Ticket meets all quality standards.,Make it work like the prototype,As a developer I want to make it work like the prototype that was demonstrated so that users get what they saw
400,AML-801,100,0.13476328062170687,70.0404289841865,GOOD,Ticket meets all quality standards.,Implement the changes from the email thread,As a developer I want to implement the changes from the email thread that was sent last week so that we can proceed
401,AML-802,100,1.723518970995843,70.51705569129875,GOOD,Ticket meets all quality standards.,Do whatever is required for the release,As a developer I want to do whatever is required to get the release out so that we meet the deadline
402,AML-803,100,0.35909774560007296,70.10772932368002,GOOD,Ticket meets all quality standards.,Make it work like the previous version,As a developer I want to make it work like the previous version of the system so that users are comfortable
403,AML-804,100,0.07694987145308252,70.02308496143593,GOOD,Ticket meets all quality standards.,Complete the work as per the instructions,As a developer I want to complete the work as per the instructions given by the lead so that the task is done correctly
404,AML-805,100,0.1848663084116047,70.05545989252349,GOOD,Ticket meets all quality standards.,Address the feedback from the stakeholder,As a developer I want to address the feedback that came from the stakeholder meeting so that they are happy
405,AML-806,100,0.3314948760159436,70.09944846280479,GOOD,Ticket meets all quality standards.,Implement the solution as per the conversation,As a developer I want to implement the solution as per our conversation with the architect so that the design is followed
406,AML-807,100,0.1023054136356543,70.0306916240907,GOOD,Ticket meets all quality standards.,Do the needful for the data migration,As a developer I want to do the needful for the data migration so that the data is moved to the new system
407,AML-808,100,0.43344909522601777,70.13003472856781,GOOD,Ticket meets all quality standards.,Make the changes as per the ticket description,As a developer I want to make the changes as per the description in the ticket so that the issue is resolved
408,AML-809,100,0.35820744237063745,70.10746223271119,GOOD,Ticket meets all quality standards.,Complete the tasks from the planning meeting,As a developer I want to complete the tasks that came out of the planning meeting so that we deliver the sprint
409,AML-810,100,0.19787861825534148,70.0593635854766,GOOD,Ticket meets all quality standards.,Address the comments from the reviewer,As a developer I want to address the comments that were made by the code reviewer so that the PR can be merged
410,AML-811,100,0.15145517441021528,70.04543655232307,GOOD,Ticket meets all quality standards.,Implement what was discussed in the standup,As a developer I want to implement what was discussed in the daily standup meeting so that the team is aligned
411,AML-812,100,0.13218905431090108,70.03965671629327,GOOD,Ticket meets all quality standards.,Do the needful for the API integration,As a developer I want to do the needful to integrate with the external API so that data flows correctly
412,AML-813,100,0.03835877271139694,70.01150763181342,GOOD,Ticket meets all quality standards.,Make it work like the requirement document,As a developer I want to make it work like the requirement document specifies so that the need is met
413,AML-814,100,0.2257038533181751,70.06771115599545,GOOD,Ticket meets all quality standards.,Complete the work as per the schedule,As a developer I want to complete the work as per the project schedule so that we stay on track
414,AML-815,100,0.14576136877785192,70.04372841063335,GOOD,Ticket meets all quality standards.,Address the issues from the test team,As a developer I want to address the issues that were raised by the test team so that the system is stable
415,AML-816,100,0.22375292557583865,70.06712587767275,GOOD,Ticket meets all quality standards.,Implement the changes from the design document,As a developer I want to implement the changes that are in the updated design document so that the system matches the design
416,AML-817,100,0.6214301813081881,70.18642905439246,GOOD,Ticket meets all quality standards.,Do what was agreed in the meeting,As a developer I want to do what was agreed in the meeting with the product owner so that requirements are met
417,AML-818,100,0.08942424596944627,70.02682727379083,GOOD,Ticket meets all quality standards.,Make the changes as per the feedback,As a developer I want to make the changes as per the feedback from the user acceptance testing so that the user accepts
418,AML-819,100,0.3584986485748895,70.10754959457246,GOOD,Ticket meets all quality standards.,Complete the pending stories from backlog,As a developer I want to complete the pending stories that are in the product backlog so that the backlog is refined
419,AML-820,100,0.16313721252871205,70.04894116375861,GOOD,Ticket meets all quality standards.,Address the concerns from the audit,As a developer I want to address the concerns that were raised by the internal audit so that compliance is maintained
420,AML-821,100,0.21867787587857235,70.06560336276357,GOOD,Ticket meets all quality standards.,Implement the solution as per the technical spec,As a developer I want to implement the solution as per the technical specification document so that the implementation is correct
421,AML-822,100,0.3594242176960895,70.10782726530883,GOOD,Ticket meets all quality standards.,Do the needful for the environment setup,As a developer I want to do the needful to set up the development environment so that I can start working
422,AML-823,100,0.18345788579585592,70.05503736573876,GOOD,Ticket meets all quality standards.,Make it work like the sample implementation,As a developer I want to make it work like the sample implementation that was shared so that we follow best practices
423,AML-824,100,0.35831190161602505,70.1074935704848,GOOD,Ticket meets all quality standards.,Complete the work as per the standard process,As a developer I want to complete the work as per the standard development process so that quality is maintained
424,AML-825,100,0.2321655762902999,70.0696496728871,GOOD,Ticket meets all quality standards.,Address the feedback from the design review,As a developer I want to address the feedback from the design review meeting so that the design is approved
425,AML-826,100,0.05831813033608389,70.01749543910083,GOOD,Ticket meets all quality standards.,Implement the changes from the walkthrough,As a developer I want to implement the changes that were identified in the code walkthrough so that the code quality improves
426,AML-827,100,0.3587881967567274,70.10763645902702,GOOD,Ticket meets all quality standards.,Do what was requested in the Jira ticket,As a developer I want to do what was requested in the Jira ticket that was assigned to me so that the work is done
427,AML-828,100,0.3587000471838762,70.10761001415516,GOOD,Ticket meets all quality standards.,Make the changes as per the conversation,As a developer I want to make the changes as per our conversation with the business analyst so that requirements are met
428,AML-829,100,0.2767703984796634,70.0830311195439,GOOD,Ticket meets all quality standards.,Complete the tasks from the retrospective,As a developer I want to complete the action items from the sprint retrospective so that we improve our process
429,AML-830,100,0.35916728352663435,70.107750185058,GOOD,Ticket meets all quality standards.,Address the concerns from the security review,As a developer I want to address the concerns from the security review so that the system is secure
430,AML-831,100,0.21111365829187836,70.06333409748757,GOOD,Ticket meets all quality standards.,Implement the solution as per the architecture,As a developer I want to implement the solution as per the architecture diagram that was approved so that the design is followed
431,AML-832,100,0.18313377333858766,70.05494013200158,GOOD,Ticket meets all quality standards.,Do the needful for the performance testing,As a developer I want to do the needful to prepare for performance testing so that the system is ready
432,AML-833,100,0.3018674458316803,70.0905602337495,GOOD,Ticket meets all quality standards.,Make it work like the user expectation,As a developer I want to make it work like the user expects so that they are satisfied with the product
433,AML-834,100,0.28680116800540806,70.08604035040162,GOOD,Ticket meets all quality standards.,Complete the work from the technical debt list,As a developer I want to complete the work items from the technical debt list so that the codebase improves
434,AML-835,100,0.39525354611837293,70.1185760638355,GOOD,Ticket meets all quality standards.,Address the feedback from the demo session,As a developer I want to address the feedback from the demo session so that stakeholders are happy
435,AML-836,100,0.06938484360916436,70.02081545308275,GOOD,Ticket meets all quality standards.,Implement the changes from the discussion,As a developer I want to implement the changes that we discussed in the team meeting so that everyone is aligned
436,AML-837,100,0.3587509423468902,70.10762528270406,GOOD,Ticket meets all quality standards.,Do what was planned in the roadmap,As a developer I want to do what was planned in the product roadmap so that we deliver on time
437,AML-838,100,0.07649683050972428,70.02294904915291,GOOD,Ticket meets all quality standards.,Make the changes as per the specification,As a developer I want to make the changes as per the updated specification so that the system meets requirements
438,AML-839,100,0.3584350891065415,70.10753052673196,GOOD,Ticket meets all quality standards.,Complete the pending code reviews,As a developer I want to complete the pending code reviews so that the team can move forward
439,AML-840,100,0.31857765161821644,70.09557329548547,GOOD,Ticket meets all quality standards.,Address the issues from the regression test,As a developer I want to address the issues that were found in regression testing so that existing functionality is preserved
440,AML-841,100,0.07042868877647135,70.02112860663294,GOOD,Ticket meets all quality standards.,Implement the solution as per the guidelines,As a developer I want to implement the solution as per the coding guidelines that the team follows so that code is consistent
441,AML-842,100,0.04236365003045875,70.01270909500914,GOOD,Ticket meets all quality standards.,Do the needful for the documentation,As a developer I want to do the needful to update the documentation so that it reflects the current system
442,AML-843,100,0.0923026237880231,70.02769078713641,GOOD,Ticket meets all quality standards.,Make it work like the business requirement,As a developer I want to make it work like the business requirement document specifies so that the business need is met
443,AML-844,100,0.027362298121830143,70.00820868943654,GOOD,Ticket meets all quality standards.,Complete the work from the incident tickets,As a developer I want to complete the work from the incident tickets that were raised in production so that the system is stable
444,AML-845,100,0.35904085041133194,70.1077122551234,GOOD,Ticket meets all quality standards.,Address the feedback from the product owner,As a developer I want to address the feedback from the product owner so that the product meets their vision
445,AML-846,100,0.03301379921152944,70.00990413976346,GOOD,Ticket meets all quality standards.,Implement the changes from the retrospective,As a developer I want to implement the changes that were identified in the retrospective so that the team improves
446,AML-847,100,0.23617675134690533,70.07085302540408,GOOD,Ticket meets all quality standards.,Do what was discussed in the workshop,As a developer I want to do what was discussed in the requirements workshop so that the stakeholders are satisfied
447,AML-848,100,0.11239956095105805,70.03371986828532,GOOD,Ticket meets all quality standards.,Make the changes as per the technical review,As a developer I want to make the changes as per the technical review feedback so that the design is solid
448,AML-849,100,0.3075942810315189,70.09227828430946,GOOD,Ticket meets all quality standards.,Complete the work from the project plan,As a developer I want to complete the work that is in the project plan so that we meet our milestones
449,AML-850,100,0.27524860113165117,70.0825745803395,GOOD,Ticket meets all quality standards.,Address the concerns from the compliance team,As a developer I want to address the concerns from the compliance team so that the system is compliant
450,AML-851,100,0.24123064282401155,70.0723691928472,GOOD,Ticket meets all quality standards.,Implement the solution as per the approved design,As a developer I want to implement the solution as per the approved design document so that the implementation matches
451,AML-852,100,0.05930026290016262,70.01779007887005,GOOD,Ticket meets all quality standards.,Do the needful for the security fix,As a developer I want to do the needful to apply the security patch so that the system is secure
452,AML-853,100,0.1842539307898734,70.05527617923696,GOOD,Ticket meets all quality standards.,Make it work like the reference implementation,As a developer I want to make it work like the reference implementation that was provided so that we follow the pattern
453,AML-854,100,0.3582437124488179,70.10747311373464,GOOD,Ticket meets all quality standards.,Complete the tasks from the technical design,As a developer I want to complete the tasks that are identified in the technical design document so that the design is implemented
454,AML-855,100,0.3584209341873365,70.1075262802562,GOOD,Ticket meets all quality standards.,Address the feedback from the user demo,As a developer I want to address the feedback from the user demo so that the users are satisfied
455,AML-856,100,0.1640175901750377,70.04920527705251,GOOD,Ticket meets all quality standards.,Implement the changes from the discussion,As a developer I want to implement the changes that we discussed in the grooming session so that the backlog is ready
456,AML-857,100,0.19266053402473712,70.05779816020743,GOOD,Ticket meets all quality standards.,Do what was requested in the requirements,As a developer I want to do what was requested in the requirements document so that the need is met
457,AML-858,100,0.24722434201056412,70.07416730260317,GOOD,Ticket meets all quality standards.,Make the changes as per the code review,As a developer I want to make the changes as per the code review comments so that the code quality improves
458,AML-859,100,0.05208520270121357,70.01562556081036,GOOD,Ticket meets all quality standards.,Complete the work from the bug list,As a developer I want to complete the work from the bug list so that the product is stable
459,AML-860,100,0.35902165416121806,70.10770649624837,GOOD,Ticket meets all quality standards.,Address the concerns from the architecture review,As a developer I want to address the concerns from the architecture review so that the design is approved
460,AML-861,100,0.17207694515623104,70.05162308354687,GOOD,Ticket meets all quality standards.,Implement the solution as per the standards,As a developer I want to implement the solution as per the industry standards so that the system is best in class
461,AML-862,100,0.08933301112428021,70.02679990333728,GOOD,Ticket meets all quality standards.,Do the needful for the database optimization,As a developer I want to do the needful to optimize the database queries so that performance improves
462,AML-863,100,0.33509433352966556,70.1005283000589,GOOD,Ticket meets all quality standards.,Make it work like the user story,As a developer I want to make it work like the user story describes so that the user need is met
463,AML-864,100,0.13931318577682497,70.04179395573304,GOOD,Ticket meets all quality standards.,Complete the work from the sprint backlog,As a developer I want to complete the work from the sprint backlog so that we meet the sprint goal
464,AML-865,100,0.3747183934582792,70.11241551803748,GOOD,Ticket meets all quality standards.,Address the feedback from the performance test,As a developer I want to address the feedback from the performance test so that the system meets SLAs
465,AML-866,100,0.35875892880206045,70.10762767864061,GOOD,Ticket meets all quality standards.,Implement the changes from the support ticket,As a developer I want to implement the changes from the support ticket that was raised by the user so that the issue is resolved
466,AML-867,100,0.34650457971442206,70.10395137391433,GOOD,Ticket meets all quality standards.,Do what was discussed in the planning,As a developer I want to do what was discussed in the sprint planning meeting so that we deliver the commitment
467,AML-868,100,0.16447127993826335,70.04934138398148,GOOD,Ticket meets all quality standards.,Make the changes as per the test report,As a developer I want to make the changes as per the test report findings so that the system passes testing
468,AML-869,100,0.1314377943123327,70.0394313382937,GOOD,Ticket meets all quality standards.,Complete the work from the change request,As a developer I want to complete the work from the change request that was approved so that the scope is delivered
469,AML-870,100,0.3580202637377369,70.10740607912132,GOOD,Ticket meets all quality standards.,Address the concerns from the risk assessment,As a developer I want to address the concerns from the risk assessment so that the project risks are mitigated
470,AML-871,100,0.19398434523532382,70.0581953035706,GOOD,Ticket meets all quality standards.,Implement the solution as per the prototype,As a developer I want to implement the solution as per the prototype that was demonstrated so that users get what they saw
471,AML-872,100,0.2768149721231657,70.08304449163695,GOOD,Ticket meets all quality standards.,Do the needful for the environment,As a developer I want to do the needful to set up the test environment so that testing can proceed
472,AML-873,100,0.09789493727555447,70.02936848118267,GOOD,Ticket meets all quality standards.,Make it work like the specification document,As a developer I want to make it work like the specification document describes so that the implementation is correct
473,AML-874,100,0.3258389512167974,70.09775168536504,GOOD,Ticket meets all quality standards.,Complete the tasks from the dependency list,As a developer I want to complete the tasks that are blocking other teams so that they can proceed
474,AML-875,100,0.3487474478253956,70.10462423434763,GOOD,Ticket meets all quality standards.,Address the feedback from the security audit,As a developer I want to address the feedback from the security audit so that the system is secure
475,AML-876,100,0.35820180818823133,70.10746054245647,GOOD,Ticket meets all quality standards.,Implement the changes from the investigation,As a developer I want to implement the changes that were identified during the root cause investigation so that the issue doesn't recur
476,AML-877,100,0.4167579470505678,70.12502738411517,GOOD,Ticket meets all quality standards.,Do what was agreed in the sign-off meeting,As a developer I want to do what was agreed in the sign-off meeting so that the release can proceed
477,AML-878,100,0.35889095659513226,70.10766728697854,GOOD,Ticket meets all quality standards.,Make the changes as per the validation report,As a developer I want to make the changes as per the validation report findings so that the system is validated
478,AML-879,100,0.3592157526672704,70.10776472580018,GOOD,Ticket meets all quality standards.,Complete the work from the lessons learned,As a developer I want to complete the work from the lessons learned session so that past mistakes are not repeated
479,AML-880,100,0.1473470275106324,70.04420410825318,GOOD,Ticket meets all quality standards.,Address the concerns from the vendor assessment,As a developer I want to address the concerns from the vendor assessment so that the integration works
480,AML-881,100,0.09422205444762113,70.02826661633429,GOOD,Ticket meets all quality standards.,Implement the solution as per the discussion,As a developer I want to implement the solution as per our discussion in the team meeting so that we can move forward
